"id","movie_name","directors","actors","movie_rating","genre","duration"
6455,"Gunsmoke in Tucson","Thomas Carr","Mark Stevens, Forrest Tucker, Gale Robbins","5.5","Action, Western","80 min "
6456,"Harry Black and the Tiger","Hugo Fregonese","Stewart Granger, Barbara Rush, Anthony Steel","","Action, Adventure, Drama","107 min "
6457,"The Hunters","Dick Powell","Robert Mitchum, Robert Wagner, Richard Egan","6.4","Action, Drama, Romance","108 min "
6458,"The Invisible Avenger","James Wong Howe","Richard Derr, Mark Daniels, Helen Westcott","6.5","Action, Drama","60 min "
6459,"Kings Go Forth","Delmer Daves","Frank Sinatra, Tony Curtis, Natalie Wood","6.6","Drama, War, Action","109 min "
6460,"The Lone Ranger and the Lost City of Gold","Lesley Selander","Clayton Moore, Jay Silverheels, Douglas Kennedy","7","Action, Adventure, Western","81 min "
6461,"Machine-Gun Kelly","Roger Corman","Charles Bronson, Susan Cabot, Morey Amsterdam","6.4","Action, Biography, Crime","80 min "
6462,"Man from God's Country","Paul Landres","George Montgomery, Randy Stuart, Gregg Barton","5.5","Action, Adventure, Romance","72 min "
6463,"A Night to Remember","Roy Ward Baker","Kenneth More, Ronald Allen, Robert Ayres","7.9","Action, Drama, History","123 min "
6464,"No Place to Land","Albert C. Gannaway","John Ireland, Mari Blanchard, Gail Russell","4.1","Action, Drama, Romance","77 min "
6465,"Paris Holiday","Gerd Oswald","Bob Hope, Fernandel, Anita Ekberg","5.8","Action, Comedy, Romance","103 min "
6466,"Quantrill's Raiders","Edward Bernds","Steve Cochran, Diane Brewster, Leo Gordon","5.2","Action, War, Western","68 min "
6467,"Run Silent Run Deep","Robert Wise","Clark Gable, Burt Lancaster, Jack Warden","7.4","War, Action, Drama","93 min "
6468,"The Silent Enemy","William Fairchild","Laurence Harvey, Dawn Addams, Michael Craig","6.5","Action, Biography, History","112 min "
6469,"Tarzan's Fight for Life","H. Bruce Humberstone","Gordon Scott, Eve Brent, Rickie Sorensen","5.1","Action, Adventure","86 min "
6470,"The Vikings","Richard Fleischer","Kirk Douglas, Tony Curtis, Ernest Borgnine","7.1","Action, Adventure","116 min "
6471,"The Young Lions","Edward Dmytryk","Marlon Brando, Montgomery Clift, Dean Martin","7.3","Action, Drama, War","167 min "
6472,"The Mask of the Gorilla","Bernard Borderie","Lino Ventura, Charles Vanel, Pierre Dux","5.9","Action, Drama","90 min "
6473,"Timbuktu","Jacques Tourneur","Victor Mature, Yvonne De Carlo, George Dolenz","5.6","Action, Adventure, Romance","91 min "
6474,"The Town Hero","Tadashi Sawashima","","6.5","Action, Drama","91 min "
6475,"Night Ambush","Michael Powell","Dirk Bogarde, Marius Goring, David Oxley","6.6","Action, Adventure, Drama","93 min "
6476,"The Brain from Planet Arous","Nathan Juran","John Agar, Joyce Meadows, Robert Fuller","5.2","Action, Adventure, Horror","71 min "
6477,"China Gate","Samuel Fuller","Gene Barry, Angie Dickinson, Nat 'King' Cole","6.6","Action, War, Drama","97 min "
6478,"The Dalton Girls","Reginald Le Borg","Merry Anders, Lisa Davis, Penny Edwards","5.3","Action, Adventure, Comedy","71 min "
6479,"The Devil's Hairpin","Cornel Wilde","Cornel Wilde, Jean Wallace, Arthur Franz","6.1","Action, Drama, Sport","83 min "
6480,"Dragstrip Girl","Edward L. Cahn","Fay Spain, Steven Terrell, John Ashley","5.8","Action, Drama","69 min "
6481,"The Guns of Fort Petticoat","George Marshall","Audie Murphy, Kathryn Grant, Hope Emerson","6.2","Action, War, Western","82 min "
6482,"Gunsight Ridge","Francis D. Lyon","Joel McCrea, Mark Stevens, Joan Weldon","6.2","Action, Adventure, Crime","85 min "
6483,"The Hired Gun","Ray Nazarro","Rory Calhoun, Anne Francis, Vince Edwards","5.5","Action, Adventure, Romance","63 min "
6484,"Jet Pilot","Josef von Sternberg","John Wayne, Janet Leigh, Jay C. Flippen","5.7","Action, Drama, Romance","112 min "
6485,"Kronos","Kurt Neumann","Jeff Morrow, Barbara Lawrence, John Emery","5.8","Action, Drama, Horror","78 min "
6486,"Nine Lives","Arne Skouen","Jack Fjeldstad, Henny Moan, Alf Malland","7.5","Action, Adventure, Biography","96 min "
6487,"Pickup Alley","John Gilling","Victor Mature, Anita Ekberg, Trevor Howard","5.9","Crime, Thriller, Drama","92 min "
6488,"The Pride and the Passion","Stanley Kramer","Cary Grant, Frank Sinatra, Sophia Loren","5.8","Action, Adventure, Drama","132 min "
6489,"Revolt at Fort Laramie","Lesley Selander","John Dehner, Gregg Palmer, Frances Helm","5.3","Action, Romance, War","73 min "
6490,"Robbery Under Arms","Jack Lee","Peter Finch, Ronald Lewis, Laurence Naismith","5.7","Action, Adventure, Crime","83 min "
6491,"Tarzan and the Lost Safari","H. Bruce Humberstone","Gordon Scott, Robert Beatty, Yolande Donlan","5.7","Action, Adventure","86 min "
6492,"The True Story of Jesse James","Nicholas Ray","Robert Wagner, Jeffrey Hunter, Hope Lange","6.3","Action, Biography, Crime","92 min "
6493,"War Drums","Reginald Le Borg","Lex Barker, Joan Taylor, Ben Johnson","5.6","Action, Drama, Romance","75 min "
6494,"The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent","Roger Corman","Abby Dalton, Susan Cabot, Bradford Jackson","2.8","Action, Adventure, Fantasy","71 min "
6495,"Attack","Robert Aldrich","Jack Palance, Lee Marvin, Eddie Albert","7.5","Drama, War, Action","107 min "
6496,"Bandido","Richard Fleischer","Robert Mitchum, Ursula Thiess, Gilbert Roland","6.2","Action, Adventure, War","92 min "
6497,"Pursuit of the Graf Spee","Michael Powell","John Gregson, Anthony Quayle, Ian Hunter","6.6","Action, Adventure, Drama","119 min "
6498,"Beyond Mombasa","George Marshall","Cornel Wilde, Donna Reed, Leo Genn","6","Action, Adventure","90 min "
6499,"Crashing Las Vegas","Jean Yarbrough","Leo Gorcey, Huntz Hall, Mary Castle","6.8","Action, Adventure, Comedy","62 min "
6500,"Forbidden Planet","Fred M. Wilcox","Walter Pidgeon, Anne Francis, Leslie Nielsen","7.7","Action, Adventure, Family","98 min "
6501,"The Great Locomotive Chase","Francis D. Lyon","Fess Parker, Jeffrey Hunter, Jeff York","7.1","Action, Adventure, Family","85 min "
6502,"Hot Rod Girl","Leslie H. Martinson","Lori Nelson, Chuck Connors, John Smith","5.1","Action, Drama, Romance","79 min "
6503,"Huk!","John Barnwell","George Montgomery, Mona Freeman, John Baer","5.7","Action, Drama, Romance","84 min "
6504,"Huk!","John Barnwell","George Montgomery, Mona Freeman, John Baer","5.7","Action, Drama, Romance","84 min "
6505,"Blonde Bait","Elmo Williams","","5.2","Action, Adventure, Crime","71 min "
6506,"Zarak","Terence Young","Victor Mature, Michael Wilding, Anita Ekberg","5.4","Action, Adventure, Romance","99 min "
6507,"Double Jeopardy","R.G. Springsteen","Rod Cameron, Gale Robbins, Allison Hayes","6","Action, Adventure, Crime","70 min "
6508,"Torpedo Zone","Duilio Coletti","Lois Maxwell, Renato Baldini, Carlo Bellini","6","Romance, War, Action","86 min "
6509,"Abbott and Costello Meet the Mummy","Charles Lamont","Bud Abbott, Lou Costello, Marie Windsor","6.5","Action, Adventure, Comedy","79 min "
6510,"Blood Alley","William A. Wellman","John Wayne, Lauren Bacall, Paul Fix","6.3","Action, Adventure","110 min "
6511,"Foxfire","Joseph Pevney","Jane Russell, Jeff Chandler, Dan Duryea","6","Action, Comedy, Drama","87 min "
6512,"Godzilla Raids Again","Motoyoshi Oda","Hiroshi Koizumi, Setsuko Wakayama, Minoru Chiaki","6","Action, Adventure, Horror","78 min "
6513,"The Naked Dawn","Edgar G. Ulmer","Arthur Kennedy, Betta St. John, Eugene Iglesias","7.1","Crime, Drama, Western","82 min "
6514,"The Gadfly","Aleksandr Faintsimmer","Oleg Strizhenov, Marina Strizhenova, Nikolai Simonov","7.1","Action, Drama, History","94 min "
6515,"Quentin Durward","Richard Thorpe","Robert Taylor, Kay Kendall, Robert Morley","6.5","Action, Adventure, History","103 min "
6516,"Robbers' Roost","Sidney Salkow","George Montgomery, Richard Boone, Sylvia Findley","6","Action, Drama, Romance","83 min "
6517,"The Sea Chase","John Farrow","John Wayne, Lana Turner, David Farrar","6.5","Action, Drama, War","117 min "
6518,"Smoke Signal","Jerry Hopper","Dana Andrews, Piper Laurie, Rex Reason","6","Action, Drama, Western","88 min "
6519,"Son of Sinbad","Ted Tetzlaff","Dale Robertson, Vincent Price, Sally Forrest","5.6","Action, Adventure, Fantasy","91 min "
6520,"Strategic Air Command","Anthony Mann","James Stewart, June Allyson, Frank Lovejoy","6.4","Action, Drama, War","112 min "
6521,"The Tall Men","Raoul Walsh","Clark Gable, Jane Russell, Robert Ryan","","Action, Adventure, Drama","122 min "
6522,"Tarzan's Hidden Jungle","Harold D. Schuster","Gordon Scott, Vera Miles, Peter van Eyck","5.5","Action, Adventure","72 min "
6523,"Tarzan's Hidden Jungle","Harold D. Schuster","Gordon Scott, Vera Miles, Peter van Eyck","5.5","Action, Adventure","72 min "
6524,"To Hell and Back","Jesse Hibbs","Audie Murphy, Marshall Thompson, Charles Drake","7.5","Action, Biography, Drama","106 min "
6525,"Two-Gun Lady","Richard Bartlett","Peggie Castle, William Talman, Marie Windsor","5","Action, Adventure, Music","71 min "
6526,"Skanderbeg","Sergei Yutkevich","Akaki Khorava, Besa Imami, Adivie Alibali","7.7","Action, Drama, History","95 min "
6527,"The Adventures of Hajji Baba","Don Weis","John Derek, Elaine Stewart, Thomas Gomez","5.9","Action, Adventure, Romance","94 min "
6528,"The Black Dakotas","Ray Nazarro","Gary Merrill, Wanda Hendrix, John Bromfield","5.4","Action, War, Western","65 min "
6529,"Captain Kidd and the Slave Girl","Lew Landers","Anthony Dexter, Eva Gabor, Alan Hale Jr.","5.3","Adventure, Action","82 min "
6530,"Dangerous Mission","Louis King","Victor Mature, Piper Laurie, William Bendix","5.7","Action, Film-Noir, Mystery","75 min "
6531,"Demetrius and the Gladiators","Delmer Daves","Victor Mature, Susan Hayward, Michael Rennie","6.6","Action, Drama, History","101 min "
6532,"Garden of Evil","Henry Hathaway","Gary Cooper, Susan Hayward, Richard Widmark","6.8","Action, Adventure, Drama","100 min "
6533,"Hell Below Zero","Mark Robson","Alan Ladd, Joan Tetzel, Basil Sydney","5.8","Action, Adventure, Drama","90 min "
6534,"Hell and High Water","Samuel Fuller","Richard Widmark, Bella Darvi, Victor Francen","6.2","Action, Adventure, Drama","103 min "
6535,"Hell's Half Acre","John H. Auer","Wendell Corey, Evelyn Keyes, Elsa Lanchester","6.3","Action, Film-Noir, Mystery","90 min "
6536,"Hell's Outpost","Joseph Kane","Rod Cameron, Joan Leslie, John Russell","5.9","Action, Crime","89 min "
6537,"The High and the Mighty","William A. Wellman","John Wayne, Claire Trevor, Laraine Day","7","Action, Adventure, Drama","147 min "
6538,"Johnny Dark","George Sherman","Tony Curtis, Piper Laurie, Don Taylor","6.2","Action, Comedy, Drama","85 min "
6539,"Long John Silver","Byron Haskin","Robert Newton, Connie Gilchrist, Lloyd Berrell","5.9","Action, Adventure, Drama","106 min "
6540,"The Outcast","William Witney","John Derek, Joan Evans, Jim Davis","6.3","Action, Drama, Romance","90 min "
6541,"Prince Valiant","Henry Hathaway","James Mason, Janet Leigh, Robert Wagner","6.3","Action, Adventure, Drama","100 min "
6542,"The Purple Plain","Robert Parrish","Gregory Peck, Bernard Lee, Win Min Than","6.6","Adventure, Drama, War","100 min "
6543,"Race for Life","Terence Fisher","Richard Conte, Mari Aldon, Peter Illing","4.7","Adventure, Action, Drama","79 min "
6544,"The Raid","Hugo Fregonese","Van Heflin, Anne Bancroft, Richard Boone","6.9","Action, Drama, War","83 min "
6545,"The Shanghai Story","Frank Lloyd","Ruth Roman, Edmond O'Brien, Richard Jaeckel","5.8","Action, Drama, Thriller","90 min "
6546,"The Queen of Babylon","Carlo Ludovico Bragaglia","Rhonda Fleming, Ricardo Montalban, Roldano Lupi","5.6","Action, Drama","98 min "
6547,"99 River Street","Phil Karlson","John Payne, Evelyn Keyes, Brad Dexter","7.5","Action, Crime, Drama","83 min "
6548,"Ambush at Tomahawk Gap","Fred F. Sears","John Hodiak, John Derek, David Brian","5.9","Action, Romance, Western","73 min "
6549,"Back to God's Country","Joseph Pevney","Rock Hudson, Marcia Henderson, Steve Cochran","5.8","Action, Adventure, Drama","78 min "
6550,"Blowing Wild","Hugo Fregonese","Gary Cooper, Barbara Stanwyck, Ruth Roman","6.6","Action, Adventure, Drama","90 min "
6551,"Canadian Mounties vs. Atomic Invaders","Franklin Adreon","William Henry, Susan Morrow, Arthur Space","5.5","Action, Adventure, Horror","167 min "
6552,"Cangaceiro","Lima Barreto","Alberto Ruschel, Marisa Prado, Milton Ribeiro","7.2","Action, Drama, History","91 min "
6553,"City Beneath the Sea","Budd Boetticher","Robert Ryan, Mala Powers, Anthony Quinn","5.4","Action, Adventure, Drama","87 min "
6554,"City of Bad Men","Harmon Jones","Jeanne Crain, Dale Robertson, Richard Boone","6","Action, Adventure, Romance","81 min "
6555,"The Desert Rats","Robert Wise","Richard Burton, James Mason, Robert Newton","6.8","Action, Adventure, Drama","88 min "
6556,"Devil's Canyon","Alfred L. Werker","Virginia Mayo, Dale Robertson, Stephen McNally","4.9","Action, Crime, Drama","92 min "
6557,"Fair Wind to Java","Joseph Kane","Fred MacMurray, Vera Ralston, Robert Douglas","5.9","Action, Drama, Adventure","92 min "
6558,"Flight to Tangier","Charles Marquis Warren","Joan Fontaine, Jack Palance, Corinne Calvet","5.4","Action, Crime, Drama","90 min "
6559,"Fort Algiers","Lesley Selander","Yvonne De Carlo, Carlos Thompson, Raymond Burr","5.3","Action, Drama","78 min "
6560,"The Glory Brigade","Robert D. Webb","Victor Mature, Alexander Scourby, Lee Marvin","6","Action, Drama, War","82 min "
6561,"Gun Fury","Raoul Walsh","Rock Hudson, Donna Reed, Philip Carey","6","Action, Adventure, Crime","83 min "
6562,"Jungle Drums of Africa","Fred C. Brannon","Clayton Moore, Phyllis Coates, Johnny Sands","6.1","Action, Adventure, Romance","167 min "
6563,"Knights of the Round Table","Richard Thorpe","Robert Taylor, Ava Gardner, Mel Ferrer","6.3","Action, Adventure, Drama","115 min "
6564,"The Lawless Breed","Raoul Walsh","Rock Hudson, Julie Adams, Mary Castle","6.3","Action, Biography, Western","83 min "
6565,"The Master of Ballantrae","William Keighley","Errol Flynn, Roger Livesey, Anthony Steel","6.5","Action, Adventure, History","90 min "
6566,"Plunder of the Sun","John Farrow","Glenn Ford, Diana Lynn, Patricia Medina","6.5","Action, Adventure, Drama","81 min "
6567,"Sea Devils","Raoul Walsh","Yvonne De Carlo, Rock Hudson, Maxwell Reed","5.7","Adventure, Drama, Action","91 min "
6568,"South Sea Woman","Arthur Lubin","Burt Lancaster, Virginia Mayo, Chuck Connors","6.3","Action, Adventure, Comedy","99 min "
6569,"Tarzan and the She-Devil","Kurt Neumann","Lex Barker, Joyce Mackenzie, Raymond Burr","5.2","Action, Adventure","75 min "
6570,"Beat the Devil","John Huston","Humphrey Bogart, Jennifer Jones, Gina Lollobrigida","","Action, Adventure, Comedy","89 min "
6571,"The War of the Worlds","Byron Haskin","Gene Barry, Ann Robinson, Les Tremayne","7.1","Action, Sci-Fi","85 min "
6572,"Woman They Almost Lynched","Allan Dwan","John Lund, Brian Donlevy, Audrey Totter","","Action, Drama, Music","90 min "
6573,"Lone Star","Vincent Sherman","Clark Gable, Ava Gardner, Broderick Crawford","6","Action, Adventure, History","94 min "
6574,"Lone Star","Vincent Sherman","Clark Gable, Ava Gardner, Broderick Crawford","6","Action, Adventure, History","94 min "
6575,"Above and Beyond","Melvin Frank","Robert Taylor, Eleanor Parker, James Whitmore","7","Action, Biography, Drama","122 min "
6576,"Against All Flags","George Sherman","Errol Flynn, Maureen O'Hara, Anthony Quinn","6.8","Action, Adventure, Drama","83 min "
6577,"Bend of the River","Anthony Mann","James Stewart, Rock Hudson, Arthur Kennedy","7.4","Action, Adventure, Western","87 min "
6578,"The Big Trees","Felix E. Feist","Kirk Douglas, Eve Miller, Patrice Wymore","5.7","Action, Romance, Western","89 min "
6579,"Blackhawk: Fearless Champion of Freedom","Spencer Gordon Bennet","Kirk Alyn, Carol Forman, John Crawford","","Adventure, Action","242 min "
6580,"Caribbean","Edward Ludwig","John Payne, Arlene Dahl, Cedric Hardwicke","5.8","Action, Adventure, Romance","91 min "
6581,"The Crimson Pirate","Robert Siodmak","Burt Lancaster, Nick Cravat, Eva Bartok","7.4","Action, Adventure, Comedy","105 min "
6582,"Fargo","Lewis D. Collins","Bill Elliott, Myron Healey, Phyllis Coates","","Action, Western","69 min "
6583,"Fargo","Lewis D. Collins","Bill Elliott, Myron Healey, Phyllis Coates","","Action, Western","69 min "
6584,"The Golden Hawk","Sidney Salkow","Rhonda Fleming, Sterling Hayden, Helena Carter","5.6","Action, Adventure, Romance","83 min "
6585,"Hurricane Smith","Jerry Hopper","Yvonne De Carlo, John Ireland, James Craig","5.1","Action, Adventure, Romance","90 min "
6586,"The Iron Mistress","Gordon Douglas","Alan Ladd, Virginia Mayo, Joseph Calleia","6.3","Action, Adventure, Biography","110 min "
6587,"Kid Monk Baroni","Harold D. Schuster","Richard Rober, Bruce Cabot, Allene Roberts","6.4","Action, Drama, Sport","79 min "
6588,"The Lusty Men","Nicholas Ray","Susan Hayward, Robert Mitchum, Arthur Kennedy","7.6","Action, Drama, Western","113 min "
6589,"Lydia Bailey","Jean Negulesco","Dale Robertson, Anne Francis, Charles Korvin","","Action, Adventure, History","89 min "
6590,"Montana Incident","Lewis D. Collins","Whip Wilson, Rand Brooks, Noel Neill","6.3","Action, Western","54 min "
6591,"Okinawa","Leigh Jason","Pat O'Brien, Cameron Mitchell, Richard Denning","4.8","Action, Drama, History","67 min "
6592,"Radar Men from the Moon","Fred C. Brannon","George Wallace, Aline Towne, Roy Barcroft","4.5","Action, Sci-Fi","167 min "
6593,"Radar Men from the Moon","Fred C. Brannon","George Wallace, Aline Towne, Roy Barcroft","4.5","Action, Sci-Fi","167 min "
6594,"Red Skies of Montana","Joseph M. Newman","Richard Widmark, Constance Smith, Jeffrey Hunter","6.5","Action, Adventure, Drama","99 min "
6595,"Red Skies of Montana","Joseph M. Newman","Richard Widmark, Constance Smith, Jeffrey Hunter","6.5","Action, Adventure, Drama","99 min "
6596,"Red Snow","Harry S. Franklin","Guy Madison, Mala, Carole Mathews","7","Action, Adventure, Drama","75 min "
6597,"The Savage","George Marshall","Charlton Heston, Susan Morrow, Peter Hansen","5.9","Action, Romance, Western","95 min "
6598,"Scaramouche","George Sidney","Stewart Granger, Janet Leigh, Eleanor Parker","7.7","Action, Adventure, Comedy","115 min "
6599,"Son of Ali Baba","Kurt Neumann","Tony Curtis, Piper Laurie, Susan Cabot","5.8","Fantasy, Action, Adventure","75 min "
6600,"The Story of Robin Hood and His Merrie Men","Ken Annakin","Richard Todd, Joan Rice, Peter Finch","6.9","Action, Adventure, Family","84 min "
