"id","name","address","city","state","zipcode","phone","rating","reviews","ranking"
2654,"Tango Sur","3763 N. Southport Ave.","Chicago","IL",," 773-477-5466",3,26,4
2655,"Tank Noodle","4955 N. Broadway","Chicago","IL",," 773-878-2253",4,7,5
2656,"Tank Sushi","4514 N. Lincoln Ave.","Chicago","IL",," 773-769-2600",3,25,6
2657,"Tanoshii","5547 N. Clark St.","Chicago","IL",," 773-878-6886",3,9,7
2658,"Tao Ran Ju Restaurant","2002 S. Wentworth Ave.","Chicago","IL",," 312-808-1111",0,0,8
2659,"Tapas Barcelona","1615 Chicago Ave.","Chicago","IL",," 847-866-9900",3,12,9
2660,"Tapas las Ramblas","5101 N. Clark St.","Chicago","IL",," 773-769-9700",3,1,10
2661,"Tapas Valencia","1530 S. State St.","Chicago","IL",," 312-842-4444",0,0,11
2662,"Taqueria Amigo Chino","5601 W. Irving Park Rd.","Chicago","IL",," 773-685-4374",0,0,12
2663,"Taqueria Atotonilco","5656 S. Kedzie Ave.","Chicago","IL",," 773-436-4890",0,0,13
2664,"Taqueria el Asadero","2213 W. Montrose Ave.","Chicago","IL",," 773-583-5563",5,1,14
2665,"Taqueria El Milagro","1923 S. Blue Island Ave.","Chicago","IL",," 312-433-7620",0,0,0
2666,"Taqueria el Nuevo Mundo","5901 W. Roosevelt Rd.","Chicago","IL",," 708-656-6503",0,0,1
2667,"Taqueria El Pastor","4418 W. 63rd St.","Chicago","IL",," 773-284-1003",0,0,2
2668,"Taqueria la Oaxaquena","3382 N. Milwaukee Ave.","Chicago","IL",," 773-545-8585",4,1,3
2669,"Taqueria Los Comales","1544 W. 18th St.","Chicago","IL",," 312-666-2251",0,0,4
2670,"Taqueria Moran","2226 N. California Ave.","Chicago","IL",," 773-235-2663",4,1,5
2671,"Taqueria Traspasada","3144 N. California Ave.","Chicago","IL",," 773-539-4533",0,0,6
2672,"Taqueria Traspasada No. 2","1745 W. Chicago Ave.","Chicago","IL",," 312-738-0363",0,0,7
2673,"Taqueria Uptown","7028 N. Clark St.","Chicago","IL",," 773-973-0106",0,0,8
2674,"Tarantino's","1112 W. Armitage Ave.","Chicago","IL",," 773-871-2929",3,7,9
2675,"Tarascas International","2585 N. Clark St.","Chicago","IL",," 773-549-2595",3,9,10
2676,"Tassili Cafe","4342 N. Elston Ave.","Chicago","IL",," 773-685-6773",0,0,11
2677,"Taste of Brasil","906 S. Oak Park Ave.","Chicago","IL",," 708-383-3550",0,0,12
2678,"Taste of Lebanon","1509 W. Foster Ave.","Chicago","IL",," 773-334-1600",4,6,14
2679,"Taste of Peru","6545 N. Clark St.","Chicago","IL",," 773-381-4540",3,18,0
2680,"Tastee Freez","2815 W. Armitage Ave.","Chicago","IL",," 773-507-7477",0,0,1
2681,"Tasty City","2022 S. Archer Ave.","Chicago","IL",," 312-225-8282",0,0,3
2682,"Tavern at the Park","130 E. Randolph St.","Chicago","IL",," 312-552-0070",3,4,4
2683,"Tavern in the Town","519 N. Milwaukee Ave.","Chicago","IL",," 847-367-5755",2,2,5
2684,"Tavern on LaGrange","5403 S. LaGrange Road","Chicago","IL",," (708) 469-7750",0,0,6
2685,"Tavern on Rush","1031 N. Rush St.","Chicago","IL",," 312-664-9600",3,10,7
2686,"Tavish Grill","1335 W. Wrightwood Ave.","Chicago","IL",," 773-529-8888",4,1,8
2687,"Taxim","1558 N. Milwaukee Ave.","Chicago","IL",," 773-252-1558",5,1,9
2688,"Taylor Street","2916 Central St.","Chicago","IL",," 847-570-0188",0,0,10
2689,"Taza Bakery","3100 W. Devon Ave.","Chicago","IL",," 773-942-7541",0,0,11
2690,"TBS African Restaurant","2541 W. Lawrence Ave.","Chicago","IL",," 773-561-3407",0,0,12
2691,"Tecalitlan","1814 W. Chicago Ave.","Chicago","IL",," 773-384-4285",3,11,13
2692,"Tel Aviv Kosher Pizza","6349 N. California Ave.","Chicago","IL",," 773-764-3776",0,0,0
2693,"Tel-Aviv Kosher Bakery","2944 W. Devon Ave.","Chicago","IL",," 773-764-8877",0,0,14
2694,"Temple Bar","3001 N. Ashland Ave.","Chicago","IL",," 773-248-0990",0,0,1
2695,"Tempo","6 E. Chestnut St.","Chicago","IL",," 312-943-4373",3,11,2
2696,"Ten Cat Tavern","3931 N. Ashland Ave.","Chicago","IL",," 773-935-5377",0,0,3
2697,"Tepatulco","2558 N. Halsted St.","Chicago","IL",," 773-472-7419",3,3,4
2698,"Terrace at the Conrad","521 N. Rush St.","Chicago","IL",," 312-645-1500",0,0,5
2699,"Terragusto","1851 W. Addison St.","Chicago","IL",," 773-248-2777",4,8,8
2700,"Terragusto","340 W. Armitage Ave.","Chicago","IL",," 773-281-7200",2,4,7
2701,"Terzo Piano","159 E. Monroe St.","Chicago","IL",," 312-443-8650",3,2,9
2702,"Texas de Brazil","51 E. Ohio St.","Chicago","IL",," 312-670-1006",0,0,10
2703,"Thai Aree House","3592 N. Milwaukee Ave.","Chicago","IL",," 773-725-6751",3,2,12
2704,"Thai Aroma","4144 N. Broadway","Chicago","IL",," 773-404-9386",2,2,13
2705,"Thai Avenue","4949 N. Broadway","Chicago","IL",," 773-878-2222",3,6,14
2706,"Thai Binh","1113 W. Argyle St.","Chicago","IL",," 773-728-0283",3,6,0
2707,"Thai Classic","3332 N. Clark St.","Chicago","IL",," 773-404-2000",3,19,1
2708,"Thai Grill and Noodle Bar","1040 W. Granville Ave.","Chicago","IL",," 773-274-7510",3,10,2
2709,"Thai Linda Cafe","2022 W. Roscoe St.","Chicago","IL",," 773-868-0075",4,6,3
2710,"Thai Oscar","4638 N. Western Ave.","Chicago","IL",," 773-878-5922",3,7,4
2711,"Thai Pastry","4925 N. Broadway","Chicago","IL",," 773-784-5399",3,19,5
2712,"Thai Room","4022 N. Western Ave.","Chicago","IL",," 773-539-6150",3,5,6
2713,"Thai Spice","1320 W. Devon Ave.","Chicago","IL",," 773-973-0504",4,2,7
2714,"Thai Thank You","3248 N. Lincoln Ave.","Chicago","IL",," 773-348-7195",0,0,8
2715,"Thai Urban Kitchen","500 W. Madison St.","Chicago","IL",," 312-575-0266",0,0,9
2716,"Thai Valley","4600 N. Kedzie Ave.","Chicago","IL",," 773-588-2020",2,4,10
2717,"Thai Village","2053 W. Division St.","Chicago","IL",," 773-384-5352",3,13,11
2718,"Thalia Spice","833 W. Chicago Ave.","Chicago","IL",," 312-226-6020",4,1,12
2719,"That Little Mexican Cafe","1010 Church St.","Chicago","IL",," 847-905-1550",3,18,13
2720,"That Little Mexican Cafe","1055 W. Bryn Mawr Ave.","Chicago","IL",," 773-769-1004",0,0,14
2721,"That's-A-Burger","2134 E. 71st St.","Chicago","IL",," 773-493-2080",5,1,0
2722,"The Abbey Resort","269 Fontana Blvd","Chicago","IL",,,0,0,9
2723,"The Abbey Resort","269 Fontana Blvd","Chicago","IL",,,0,0,10
2724,"The Alley of Highwood","210 Green Bay Road, Highwood IL, 60040","Chicago","IL",," 847 433 0304",0,0,1
2725,"The Ashland","2824 N. Ashland Ave.","Chicago","IL",," 773-883-7297",0,0,14
2726,"The Atlantic Bar & Grill","5062 N. Lincoln Ave.","Chicago","IL",," 773-506-7090",0,0,4
2727,"The Bad Apple","4300 N. Lincoln Ave.","Chicago","IL",," 773-360-8406",3,1,11
2728,"The Bagel","3107 N. Broadway","Chicago","IL",," 773-477-0300",3,2,0
2729,"The Baked Tomato","4358 N. Elston Ave.","Chicago","IL",," 773-777-6434",3,1,5
2730,"The Bar on Buena","910 W. Buena Ave.","Chicago","IL",," 773-525-8865",0,0,12
2731,"The Beer Bistro","1061 W. Madison St.","Chicago","IL",," 312-433-0013",1,1,3
2732,"The Beetle","2532 W. Chicago Ave.","Chicago","IL",," 773-384-0701",2,1,4
2733,"The Bento Box","2246 W. Armitage Ave.","Chicago","IL",," 773-278-3932",0,0,10
2734,"The Big Easy","1660 E. 55th St.","Chicago","IL",," 773-643-5500",4,2,11
2735,"The Bluebird","1749 N. Damen Ave.","Chicago","IL",," 773-486-2473",3,3,6
2736,"The Boiler Room","2210 N. California Ave.","Chicago","IL",," 773-276-5625",0,0,1
2737,"The Boundary","1932 W. Division St.","Chicago","IL",," 773-278-1919",0,0,4
2738,"The Bristol","2152 N. Damen Ave.","Chicago","IL",," 773-862-5555",4,2,5
2739,"The Brown Sack","3581 W. Belden Ave.","Chicago","IL",," 773-661-0675",2,1,8
2740,"The Butcher & Larder","1026 N. Milwaukee Ave.","Chicago","IL",," 773-687-8280",0,0,2
2741,"The Cedar Hotel","1112 N. State St.","Chicago","IL",," 312-944-1112",0,0,12
2742,"The Cellar","820 Clark St.","Chicago","IL",," 847-425-5112",0,0,14
2743,"The Chicago Firehouse","1401 S. Michigan Ave.","Chicago","IL",," 312-786-1401",3,18,6
2744,"The Common Cup","1501 W. Morse Ave.","Chicago","IL",," 773-338-0256",0,0,0
2745,"The Counter","670 W. Diversey Pkwy.","Chicago","IL",," 773-935-1995",3,1,5
2746,"The Cove Lounge","1750 E. 75th St.","Chicago","IL",," 773-684-1013",0,0,9
2747,"The Cupcake Gallery","1319 W. Wilson Ave.","Chicago","IL",," 773-537-5633",0,0,11
2748,"The Curse","3517 N. Clark St.","Chicago","IL",," 773-935-6694",0,0,14
2749,"The Depot","5840 W. Roosevelt Rd.","Chicago","IL",," 773-261-8422",3,3,9
2750,"The Dining Room at Kendall College","900 N. North Branch St.","Chicago","IL",," 312-752-2328",4,6,6
2751,"The Dog Joint","350 W. Armitage Ave.","Chicago","IL",," 773-687-9573",0,0,7
2752,"The Drawing Room","937 N. Rush St.","Chicago","IL",," 312-255-0022",0,0,6
2753,"The Elephant","5348 W. Devon Ave.","Chicago","IL",," 773-467-1168",3,3,11
2754,"The Falcon Inn","1601 E. 53rd St.","Chicago","IL",," No phone",0,0,11
2755,"The Fifty/50","2047 W. Division St.","Chicago","IL",," 773-489-5050",0,0,11
2756,"The Fireside","5739 N. Ravenswood Ave.","Chicago","IL",," 773-878-5942",3,12,8
2757,"The Firkin & Pheasant","670  W. Diversey","Chicago","IL",," 773-327-7040",0,0,9
2758,"The Florentine","151 W. Adams St.","Chicago","IL",," 312-660-8866",0,0,5
2759,"The Full Shilling Public House","3724 N. Clark St.","Chicago","IL",," 773-248-3330",4,1,2
2760,"The Gage","24 S. Michigan Ave.","Chicago","IL",," 312-372-4243",3,10,10
2761,"The Glenwood","6962 N. Glenwood Ave.","Chicago","IL",," 773-764-7363",0,0,6
2762,"The Globe Pub","1934 W. Irving Park Rd.","Chicago","IL",," 773-871-3757",0,0,8
2763,"The Goddess & Grocer","1646 N. Damen Ave.","Chicago","IL",," 773-342-3200",2,1,0
2764,"The Goddess & Grocer","2222 N. Elston Ave.","Chicago","IL",," 773-292-7100",0,0,1
2765,"The Goddess & Grocer","25 E. Delaware Pl.","Chicago","IL",," 312-896-2600",0,0,14
2766,"The Grafton","4530 N. Lincoln Ave.","Chicago","IL",," 773-271-9000",3,11,4
2767,"The Gramercy","2438 N. Lincoln Ave.","Chicago","IL",," 773-477-8880",3,1,7
2768,"The Grand Central","950 W. Wrightwood Ave.","Chicago","IL",," 773-832-4000",0,0,9
2769,"The Great Street Restaurant and Bar","1 W. Wacker Dr.","Chicago","IL",," 312-795-3333",3,2,2
2770,"The Grind Cafe","4613 N. Lincoln Ave.","Chicago","IL",," 773- 271-4482",0,0,0
2771,"The Grove Restaurant","501 W. Diversey Pkwy.","Chicago","IL",," 773-248-0398",2,1,1
2772,"The Handlebar","2311 W. North Ave.","Chicago","IL",," 773-384-9546",4,26,10
2773,"The Heartland Cafe","7000 N. Glenwood Ave, Chicago, IL 60626","Chicago","IL",," (773)465-8005",0,0,2
2774,"The Irish Oak","3511 N. Clark St.","Chicago","IL",," 773-935-6669",3,2,4
2775,"The K-Cafe","600 W. Chicago Ave.","Chicago","IL",," 312-644-1500",0,0,10
2776,"The Kerryman","661 N. Clark St.","Chicago","IL",," 312-335-8121",4,2,5
2777,"The Libertine Gastropub & Lounge","1615 N. Clybourn Ave.","Chicago","IL",," 312-654-1782",4,1,1
2778,"The Local Option","1102 W. Webster Ave.","Chicago","IL",," 773-435-3136",3,12,9
2779,"The Market Bistro","401 E. Illinois St.","Chicago","IL",," 312-379-0132",0,0,2
2780,"The Meatloaf Bakery","2464 N. Clark St.","Chicago","IL",," 773-698-6667",0,0,8
2781,"The Melting Pot","1205 W. Dundee Rd.","Chicago","IL",," 847-342-6022",5,1,8
2782,"The Melting Pot","609 N. Dearborn St.","Chicago","IL",," 312-573-0011",3,3,7
2783,"The Money Shot","5695 N. Lincoln Ave.","Chicago","IL",," 773-293-7943",0,0,2
2784,"The Montrose Room","InterContinental Chicago O'Hare 5300 N. River Road","Chicago","IL",," 847.544.5300",0,0,3
2785,"The Motel Bar","600 W. Chicago Ave.","Chicago","IL",," 312-822-2900",3,1,4
2786,"The Noodle","708 12th St.","Chicago","IL",," 847-251-2228",3,4,4
2787,"The Oak Park Abbey","728 Lake St.","Chicago","IL",," 708-358-8840",4,1,13
2788,"The Old Barn","8100 S. Parkside Ave.","Chicago","IL",," 708-422-5400",0,0,0
2789,"The Ole St. Andrew's Inn","5938 N. Broadway St.","Chicago","IL",," 773-784-5540",0,0,9
2790,"The Orbit Room","2959 N. California Ave.","Chicago","IL",," 773-588-8540",2,2,12
2791,"The Original Alps Restaurant & Pancake House","3637 W. Irving Park Rd.","Chicago","IL",," 773-267-5112",0,0,13
2792,"The Original Maxwell Street","6350 N. Broadway St.","Chicago","IL",," 773-681-0912",0,0,14
2793,"The Palm","323 E. Wacker Dr.","Chicago","IL",," 312-616-1000",3,10,3
2794,"The Parlour","6341 N. Clark St.","Chicago","IL",," 773-564-9274",0,0,2
2795,"The Parrot Cage","7059 S. South Shore Dr.","Chicago","IL",," 773-602-5333",0,0,3
2796,"The Parthenon","314 S. Halsted St.","Chicago","IL",," 312-726-2407",2,14,5
2797,"The Pasta Bowl","2434 N. Clark St.","Chicago","IL",," 773-525-2695",3,20,10
2798,"The Patio","1503 W. Taylor St.","Chicago","IL",," 312-829-0454",0,0,1
2799,"The Perfect Cup","4700 N. Damen Ave.","Chicago","IL",," 773-989-4177",3,2,13
2800,"The Piggery","1625 W. Irving Park","Chicago","IL",," 773-281-7447",0,0,14
2801,"The Portage","3938 N. Central","Chicago","IL",," 773-853-0779",4,3,1
2802,"The Publican","837 W. Fulton St.","Chicago","IL",," 312-733-9555",4,1,4
2803,"The Pumping Company","6157 N. Broadway","Chicago","IL",," 773-465-9500",3,5,7
2804,"The Purple Pig","500 N. Michigan Ave.","Chicago","IL",," 312-464-1744",4,1,12
2805,"The Rail Bar & Grill","4709 N. Damen Ave.","Chicago","IL",," 773-878-9400",3,1,12
2806,"The Red Canary","695 N. Milwaukee Ave.","Chicago","IL",," 312-846-1475",0,0,10
2807,"The Rocking Horse","2535 N. Milwaukee Ave.","Chicago","IL",,,0,0,3
2808,"The Saloon","200 E. Chestnut St.","Chicago","IL",," 312-280-5454",3,3,9
2809,"The Signature Lounge on the 96th floor","875 N. Michigan Ave.","Chicago","IL",,,0,0,4
2810,"The Signature Room","875 N. Michigan Ave.","Chicago","IL",," 312-787-9596",0,0,5
2811,"The Signature Room at the 95th","875 N. Michigan Ave.","Chicago","IL",," 312.787.9596",0,0,6
2812,"The SitDown Cafe & Sushi Bar","1312 E. 53rd","Chicago","IL",," 773-324-3700",5,1,10
2813,"The Slab","537 E. 79th St.","Chicago","IL",," 773-723-7522",0,0,6
2814,"The Smoke Daddy","1804 W. Division Street","Chicago","IL",," (773)772-6656",0,0,7
2815,"The Snuggery","6733 N. Olmsted Ave.","Chicago","IL",," 773-631-8100",0,0,8
2816,"The Southern","1840 W. North Ave.","Chicago","IL",," 773-342-1840",2,1,14
2817,"The Spice Thai Cuisine & More","2886 N. Milwaukee Ave.","Chicago","IL",," 773-252-9959",4,3,6
2818,"The Spot","4437 N. Broadway Ave.","Chicago","IL",," 773-728-8933",3,26,11
2819,"The Spread","2476 N. Lincoln Ave.","Chicago","IL",," 773-857-5074",4,1,12
2820,"The Stained Glass Bistro","1735 Benson Ave.","Chicago","IL",," 847-864-8600",3,15,6
2821,"The Stretch Bar & Grill","3485 N. Clark St.","Chicago","IL",," 773-755-3980",0,0,4
2822,"The Tasting Room & Randolph Wine Cellars","1415 W. Randolph St.","Chicago","IL",," 312-942-1313",4,9,2
2823,"The Temple Bar","3001 N. Ashland","Chicago","IL",," 773.248.0990",0,0,8
2824,"The Terrace at Trump","401 N. Wabash Ave.","Chicago","IL",," 312-588-8600",0,0,6
2825,"The Twisted Baker","1543 N. Wells St.","Chicago","IL",," 312-932-1128",0,0,14
2826,"The University of Chicago Pub","Ida Noyes Hall, 1212 E. 59th St.","Chicago","IL",," 773-702-9737",0,0,0
2827,"The Village","71 W. Monroe St.","Chicago","IL",," 312-332-7005",4,11,5
2828,"The Violet Hour","1520 N. Damen Ave.","Chicago","IL",," 773-252-1500",2,1,13
2829,"The Whistler","2421 N. Milwaukee Ave.","Chicago","IL",," 773-227-3530",0,0,11
2830,"The Wieners Circle","2622 N. Clark St.","Chicago","IL",," 773-477-7444",0,0,2
2831,"The Wine Consortium","110 E. 23rd St.","Chicago","IL",," 312-791-9999",0,0,1
2832,"Third World Cafe","1301 E. 53rd St.","Chicago","IL",," 773-288-3882",0,0,12
2833,"Three Aces","1321 W. Taylor St.","Chicago","IL",," 312-243-1577",5,1,13
2834,"Three Floyds Brewpub","9570 Indiana Parkway","Chicago","IL",," (219) 922-4425",0,0,14
2835,"Three Happiness","209 W. Cermak Rd.","Chicago","IL",," 312-842-1964",4,2,0
2836,"Three Happiness","2130 S. Wentworth Ave.","Chicago","IL",," 312-791-1228",3,5,1
2837,"Tickie's Belizean Cuisine","7605 N. Paulina St.","Chicago","IL",," 773-973-3919",0,0,2
2838,"Tiffin","2536 W. Devon Ave.","Chicago","IL",," 773-338-2143",3,36,3
2839,"Tiki Terrace","1591 Lee Street","Chicago","IL",," 847-795-8454",5,1,4
2840,"Tilli's","1952 N. Halsted St.","Chicago","IL",," 773-325-0044",3,8,5
2841,"Tilted Kilt Pub & Eatery","17 N. Wabash Ave.","Chicago","IL",," 312-269-5580",0,0,6
2842,"Timbers Charhouse","295 Skokie Valley Rd.","Chicago","IL",," 847-831-1400",3,2,7
2843,"Tin Tin","2468 N. Clark St.","Chicago","IL",," 773-549-1715",0,0,8
2844,"Tiny Dog Cupcake","616 Davis St.","Chicago","IL",," 847-563-8680",0,0,9
2845,"Tiny Lounge","4352 N. Leavitt St.","Chicago","IL",," 773-463-0396",0,0,10
2846,"Tiparos Thai Restaurant","1540 N. Clark St.","Chicago","IL",," 312-712-9900",3,11,11
2847,"TipsyCake","1043 N. California Ave.","Chicago","IL",," 773-384-4418",0,0,12
2848,"Toast","746 W. Webster Ave.","Chicago","IL",," 773-935-5600",3,15,13
2849,"Toast Two","2046 N. Damen Ave.","Chicago","IL",," 773-772-5600",3,12,14
2850,"Tocco","1266 N. Milwaukee Ave.","Chicago","IL",," 773-687-8895",1,1,0
2851,"Tokyo 21","901 W. Weed St.","Chicago","IL",," 312-337-2001",3,7,1
2852,"Tokyo Marina","5058 N. Clark St.","Chicago","IL",," 773-878-2900",3,16,2
2853,"Tomato Head Pizza Kitchen","1001 W. Webster Ave.","Chicago","IL",," 773-404-8010",3,2,4
2854,"Tomato Head Pizza Kitchen","945 W. Randolph St.","Chicago","IL",," 312-226-1616",0,0,3
2855,"Tommy Nevin's Pub","1450 Sherman Ave.","Chicago","IL",," 847-869-0450",2,6,5
2856,"Tommy's Grill","456 N. Damen Ave.","Chicago","IL",," 312-421-3915",0,0,6
2857,"Toons Bar & Grill","3957 N. Southport Ave.","Chicago","IL",," 773-935-1919",0,0,7
2858,"Top Notch Beefburger","2116 W. 95th St.","Chicago","IL",," 773-445-7218",5,1,8
2859,"Topo Gigio","1516 N. Wells St.","Chicago","IL",," 312-266-9355",2,11,9
2860,"Topolobampo","445 N. Clark St.","Chicago","IL",," 312-661-1434",3,18,10
2861,"Torajiro Sushi","432 W. Diversey Ave.","Chicago","IL",," 773-477-5000",3,7,11
2862,"Tori Shin","1584 S. Busse","Chicago","IL",," 847-437-4590",0,0,12
2863,"Toro Sushi","2546 N. Clark St.","Chicago","IL",," 773-348-4877",4,3,13
2864,"Torpedo's Subs and More","5211 W. Diversey Ave.","Chicago","IL",," 773-622-7060",0,0,14
2865,"Townhouse Restaurant & Wine Bar","111 S. Wacker Dr.","Chicago","IL",," 312-948-8240",3,2,0
2866,"Trader Todd's","3216 N. Sheffield Ave.","Chicago","IL",," 773-975-8383",3,1,1
2867,"Trader Vic's","1030 N. State St.","Chicago","IL",," 312-642-6500",0,0,2
2868,"Tramonto's Steak and Seafood","601 N. Milwaukee Ave.","Chicago","IL",," 847-777-6575",4,2,3
2869,"Trattoria 225","225 Harrison St.","Chicago","IL",," 708-358-8555",3,1,4
2870,"Trattoria Caterina","616 S. Dearborn St.","Chicago","IL",," 312-939-7606",3,8,5
2871,"Trattoria D.O.C.","706 Main St.","Chicago","IL",," 847-475-1111",3,4,7
2872,"Trattoria Demi","1571 Sherman Ave.","Chicago","IL",," 847-332-2330",2,6,6
2873,"Trattoria Gianni","1711 N. Halsted St.","Chicago","IL",," 312-266-1976",3,16,8
2874,"Trattoria Isabella","217 N. Jefferson St.","Chicago","IL",," 312-207-1900",3,2,9
2875,"Trattoria No. 10","10 N. Dearborn St.","Chicago","IL",," 312-984-1718",3,29,10
2876,"Trattoria Pizzeria I Monelli","5019 N. Western Ave.","Chicago","IL",," 773-561-8499",0,0,11
2877,"Trattoria Roma","1535 N. Wells St.","Chicago","IL",," 312-664-7907",3,12,12
2878,"Trattoria Trullo","4767 N. Lincoln Ave.","Chicago","IL",," 773-506-0093",3,7,13
2879,"Tre Kronor","3258 W. Foster Ave.","Chicago","IL",," 773-267-9888",3,36,14
2880,"Treat","1616 N. Kedzie Ave.","Chicago","IL",," 773-d772-1201",4,3,0
2881,"Treats Frozen Desserts","2224 N. Clark St.","Chicago","IL",," 773-472-6666",0,0,2
2882,"Treats Frozen Desserts","3319 N. Broadway","Chicago","IL",," 773-525-0900",0,0,1
2883,"Triad Sushi Lounge","1933 S. Indiana Ave.","Chicago","IL",," 312-225-8833",0,0,3
2884,"Triple Crown Seafood","211 W. 22nd St.","Chicago","IL",," 312-791-0788",2,4,4
2885,"Tropic Island Jerk Chicken Restaurant","419 E. 79th St.","Chicago","IL",," 773-978-5375",0,0,5
2886,"Tropical Time Jerk Chicken","1117 S. 1st Ave.","Chicago","IL",," 708-338-2003",0,0,6
2887,"Trotter's to Go","1337 W. Fullerton Ave.","Chicago","IL",," 773-868-6510",4,3,7
2888,"Tru","676 N. Saint Clair St.","Chicago","IL",," 312-202-0001",4,30,8
2889,"Tsuki","1441-45 W. Fullerton Ave.","Chicago","IL",," 773-883-8722",3,7,10
2890,"Tu Casa","6619 N. Clark St.","Chicago","IL",," 773-262-5657",0,0,11
2891,"Tub Tim Thai Restaurant","4927 Oakton St.","Chicago","IL",," 847-675-8424",0,0,12
2892,"Tufano's Vernon Park Tap","1073 W. Vernon Park Pl.","Chicago","IL",," 312-733-3393",3,3,13
2893,"Tuman's","2159 W. Chicago Ave.","Chicago","IL",," 773-782-1400",5,1,14
2894,"Tumbao Bar & Grill","3213 W Armitage Ave","Chicago","IL",," (773) 772-9800",5,1,0
2895,"Turkish Cuisine","5605 N. Clark St.","Chicago","IL",," 773-878-8930",3,10,1
2896,"Turner's Family Soul Food","8223 S. Ashland Ave.","Chicago","IL",," 773-488-5700",5,1,2
2897,"Turquoise Cafe","2147 W. Roscoe St.","Chicago","IL",," 773-549-3523",3,9,3
2898,"Tuscany","1014 W. Taylor St.","Chicago","IL",,,0,0,4
2899,"Tuscany","1425 W. 22nd St.","Chicago","IL",," 630-990-1993",2,1,5
2900,"Tuscany","550 S. Milwaukee Ave.","Chicago","IL",," 847-465-9988",3,5,6
2901,"Tuscany Cafe","520 N. Michigan Ave.","Chicago","IL",," 312-595-9090",3,3,7
2902,"Tut","2233 N. Lincoln Ave.","Chicago","IL",," 773-549-0900",0,0,8
2903,"Tutto Italiano","501 S. Wells St.","Chicago","IL",," 312-939-4824",3,2,9
2904,"Tutto Orsi","324 S. Racine Ave.","Chicago","IL",," 312-421-3636",3,3,10
2905,"Tweet Let's Eat","5020 N. Sheridan Rd.","Chicago","IL",," 773-728-5576",3,24,11
2906,"Twin Anchors","1655 N. Sedgwick St.","Chicago","IL",," 312-266-1616",3,13,12
2907,"Twist","3412 N. Sheffield Ave.","Chicago","IL",," 773-388-2727",3,16,13
